0.0,2.29845269951e-25,1.88121552597e-23
2.29845269951e-25,2.29828116521e-25,1.88107513022e-23
4.59656233041e-25,2.29776658789e-25,1.88065396391e-23
6.8939858753e-25,2.29690904438e-25,1.87995208992e-23
9.19038041917e-25,2.29570866266e-25,1.878969613e-23
1.14854032006e-24,2.29416562191e-25,1.8777066798e-23
1.3778711663e-24,2.29228015244e-25,1.87616347883e-23
1.60699635055e-24,2.29005253568e-25,1.87434024042e-23
9.48395641028e-06,1.18168781587e-06,9.67176512499e-05
2.06449297137e-24,2.28457224128e-25,1.86985478161e-23
2.29279612169e-24,2.28132038163e-25,1.86719323071e-23
2.5207570477e-24,2.27772801056e-25,1.86425298128e-23
2.7483417238e-24,2.27379566425e-25,1.86103447218e-23
2.97551618055e-24,2.26952392966e-25,1.85753818382e-23
3.20224650973e-24,2.26491344439e-25,1.85376463804e-23
3.42849886943e-24,2.2599648966e-25,1.8497143981e-23
3.65423948905e-24,2.25467902491e-25,1.84538806852e-23
3.64159248998e-06,2.11117040964e-07,1.72793051318e-05
4.10405081271e-24,2.24309851598e-25,1.83590976461e-23
4.32805437761e-24,2.23680560724e-25,1.83075920502e-23
4.55141193416e-24,2.23017883138e-25,1.82533538505e-23
4.77409014388e-24,2.22321917752e-25,1.81963911429e-23
4.99605576967e-24,2.21592768445e-25,1.81367124296e-23
5.21727568077e-24,2.20830544051e-25,1.80743266183e-23
5.43771685777e-24,2.2003535834e-25,1.80092430207e-23
5.65734639745e-24,2.19207330002e-25,1.79414713513e-23
1.24550223777e-06,4.62806450897e-08,3.78793386147e-06
6.09403956271e-24,2.17453244697e-25,1.77979046592e-23
6.31103800717e-24,2.16527449545e-25,1.77221310654e-23
6.5270944618e-24,2.1556933536e-25,1.76437122543e-23
6.74217667789e-24,2.14579045149e-25,1.75626599307e-23
6.9562525521e-24,2.13556726725e-25,1.74789861926e-23
7.16929013134e-24,2.12502532678e-25,1.73927035291e-23
7.38125761746e-24,2.11416620359e-25,1.73038248188e-23
7.59212337205e-24,2.10299151851e-25,1.7212363328e-23
2.4923060053e-08,6.6813145345e-10,5.46845825405e-08
8.01042395995e-24,2.07970218133e-25,1.70217469942e-23
8.21779635743e-24,2.06759100541e-25,1.69226206028e-23
8.42394216103e-24,2.05517121944e-25,1.68209683296e-23
8.62883060132e-24,2.04244467723e-25,1.67168053472e-23
8.83243109648e-24,2.02941327833e-25,1.66101472031e-23
9.03471325698e-24,2.01607896784e-25,1.65010098171e-23
9.23564689005e-24,2.00244373602e-25,1.63894094792e-23
9.43520200419e-24,1.9885096181e-25,1.62753628469e-23
4.43188215658e-07,9.08279216786e-09,7.43399663999e-07
9.83005774296e-24,1.95975308747e-25,1.60399991525e-23
1.00252994312e-23,1.944934967e-25,1.59187172209e-23
1.02190447364e-23,1.9298265442e-25,1.57950592508e-23
1.041126474e-23,1.91443007419e-25,1.56690436994e-23
1.06019307512e-23,1.89874785505e-25,1.55406893758e-23
1.0791014311e-23,1.88278222751e-25,1.54100154385e-23
1.09784871967e-23,1.86653557461e-25,1.52770413917e-23
1.11643214259e-23,1.85001032135e-25,1.51417870834e-23
4.68547468349e-07,7.56880837058e-09,6.19484569896e-07
1.15309632128e-23,1.81613392123e-25,1.48645187721e-23
1.17117160452e-23,1.79878783078e-25,1.47225461542e-23
1.18907207789e-23,1.78117325203e-25,1.45783760392e-23
1.20679506956e-23,1.76329281416e-25,1.44320299458e-23
1.22433793418e-23,1.74514918601e-25,1.42835297178e-23
1.24169805328e-23,1.7267450757e-25,1.41328975205e-23
1.25887283569e-23,1.70808323025e-25,1.39801558373e-23
1.27585971789e-23,1.68916643513e-25,1.38253274666e-23
5.52419074888e-09,7.13676619583e-11,5.84123196256e-09
1.30925966817e-23,1.65057932768e-25,1.35095034096e-23
1.32566775095e-23,1.63091477489e-25,1.33485548635e-23
1.34187796366e-23,1.61100679064e-25,1.3185613903e-23
1.35788788676e-23,1.59085834643e-25,1.30207048488e-23
