0.0,3.84705558216e-25,3.14870116404e-23
3.84705558216e-25,3.8467684751e-25,3.1484661754e-23
7.6935369502e-25,3.84590719676e-25,3.14776124456e-23
1.15388699757e-24,3.8444718757e-25,3.14658647675e-23
1.53824807016e-24,3.84246272616e-25,3.14494204729e-23
1.9223795428e-24,3.83988004802e-25,3.14282820166e-23
2.30622407976e-24,3.83672422678e-25,3.14024525535e-23
2.68972438816e-24,3.83299573347e-25,3.1371935939e-23
1.38886473238e-05,1.73050619503e-06,0.000141636811694
3.45546341308e-24,3.82382304214e-25,3.12968601745e-23
3.83758783489e-24,3.81838021323e-25,3.12523122303e-23
4.21913945572e-24,3.81236745029e-25,3.12030995448e-23
4.60006132494e-24,3.8057856508e-25,3.11492294635e-23
4.98029658589e-24,3.79863579717e-25,3.1090710027e-23
5.35978848438e-24,3.79091895657e-25,3.10275499701e-23
5.7384803772e-24,3.78263628083e-25,3.09597587199e-23
6.11631574054e-24,3.77378900624e-25,3.08873463952e-23
6.01419215235e-06,3.48665715477e-07,2.85372571499e-05
6.86919143121e-24,3.75440602674e-25,3.07287024432e-23
7.2441193838e-24,3.74387321496e-25,3.06424944953e-23
7.6179660742e-24,3.73278159012e-25,3.05517128279e-23
7.99067570182e-24,3.72113280776e-25,3.0456370991e-23
8.36219263575e-24,3.7089286066e-25,3.03564832155e-23
8.73246142314e-24,3.69617080823e-25,3.02520644108e-23
9.1014267974e-24,3.68286131689e-25,3.01431301623e-23
9.46903368652e-24,3.66900211918e-25,3.00296967298e-23
1.71003677163e-06,6.35419210967e-08,5.20071822851e-06
1.01999527433e-23,3.63964296088e-25,2.97894007062e-23
1.05631558134e-23,3.62414738246e-25,2.96625739818e-23
1.09247822198e-23,3.60811086135e-25,2.95313198015e-23
1.12847779857e-23,3.59153579115e-25,2.93956577563e-23
1.1643089378e-23,3.57442464589e-25,2.92556080953e-23
1.19996629149e-23,3.55677997957e-25,2.91111917224e-23
1.23544453739e-23,3.53860442587e-25,2.89624301932e-23
1.27073838e-23,3.51990069766e-25,2.88093457121e-23
1.76368574998e-07,4.72804672082e-09,3.86976634351e-07
1.34075181174e-23,3.48091996308e-25,2.84902999335e-23
1.3754609506e-23,3.46064877501e-25,2.83243862571e-23
1.40996478724e-23,3.43986104815e-25,2.81542448636e-23
1.44425817157e-23,3.41855988529e-25,2.79799011484e-23
1.47833598494e-23,3.39674846587e-25,2.78013811342e-23
1.51219314088e-23,3.37443004546e-25,2.76187114669e-23
1.54582458585e-23,3.35160795533e-25,2.7431919412e-23
1.57922529999e-23,3.32828560192e-25,2.72410328502e-23
1.05873913124e-06,2.16980216288e-08,1.77591886836e-06
1.64531462932e-23,3.28015410385e-25,2.68470907801e-23
1.67799337997e-23,3.25535214334e-25,2.66440940719e-23
1.71042167219e-23,3.23006428675e-25,2.64371204481e-23
1.7425946657e-23,3.20429430858e-25,2.62262008018e-23
1.77450755836e-23,3.17804605526e-25,2.60113666149e-23
1.80615558681e-23,3.15132344462e-25,2.57926499538e-23
1.83753402725e-23,3.12413046531e-25,2.55700834642e-23
1.86863819611e-23,3.09647117617e-25,2.53437003666e-23
4.14837153568e-07,6.70118426084e-09,5.48472103714e-07
1.93000519023e-23,3.03977025113e-25,2.48796200724e-23
1.9602588558e-23,3.01073707847e-25,2.46419921447e-23
1.9902199318e-23,2.98125452114e-25,2.44006861365e-23
2.01988394622e-23,2.95132697973e-25,2.41557380653e-23
2.04924647139e-23,2.92095892126e-25,2.39071844923e-23
2.07830312464e-23,2.89015487847e-25,2.36550625166e-23
2.10704956896e-23,2.85891944921e-25,2.33994097703e-23
2.13548151363e-23,2.82725729568e-25,2.31402644122e-23
4.37590627913e-07,5.65328415123e-09,4.62704580359e-07
2.1913849765e-23,2.76267178251e-25,2.26116510969e-23
2.21884815052e-23,2.72975806293e-25,2.2342262041e-23
2.24598013776e-23,2.69643689781e-25,2.20695381639e-23
2.27277688848e-23,2.66271326069e-25,2.17935201725e-23
2.29923440298e-23,2.62859218518e-25,2.15142492654e-23
2.32534873218e-23,2.59407876422e-25,2.1231767127e-23
2.35111597826e-23,2.5591781493e-25,2.09461159205e-23
